address;latitude;longitude;district
город Москва, улица Сущёвский Вал, дом 22;55.792478;37.60496;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 3/5;55.79304;37.590201;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 3/5А;55.792609;37.590659;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 31, строение 1;55.793541;37.604143;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 41;55.793288;37.608607;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 43;55.793323;37.609811;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 43, строение 2;55.793829;37.610116;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 46;55.792696;37.612551;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 1;55.794401;37.592042;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 12;55.796203;37.59259;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 1А;55.794143;37.592833;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 20;55.793935;37.593345;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 21;55.793298;37.592698;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 22;55.79309;37.592599;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 5;55.793905;37.590273;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 6;55.794512;37.591054;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 8;55.795737;37.592069;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 5, строение 9;55.795499;37.593318;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 56, строение 1;55.791957;37.621732;Хорошёвский район
город Москва, улица Сущёвский Вал, дом 59;55.793581;37.615246;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 63;55.793308;37.620501;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 73;55.793247;37.627014;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 74;55.791278;37.632601;Мещанский район
город Москва, улица Сущёвский Вал, дом 9, строение 1;55.792827;37.5933;район Марьина Роща
город Москва, Ходынский бульвар, дом 19;55.789122;37.52165;Хорошёвский район
город Москва, Ходынский бульвар, дом 2;55.789396;37.536832;Хорошёвский район
город Москва, Ходынский бульвар, дом 20А;55.790782;37.523213;Хорошёвский район
город Москва, Ходынский бульвар, дом 20А, строение 1;55.790114;37.522558;Хорошёвский район
город Москва, Ходынский бульвар, дом 4;55.790231;37.531289;Хорошёвский район
город Москва, Ходынский бульвар, дом 7;55.784374;37.531711;Хорошёвский район
Ленинградский проспект, дом 37, корпус 4;55.793313;37.540533;Хорошёвский район
Ленинградский проспект, дом 39, строение 2;55.79056;37.539877;Хорошёвский район
Ленинский проспект, владение 164;55.644064;37.468775;район Тропарёво-Никулино
улица Ленинская Слобода, дом 26;55.710129;37.65461;Даниловский район
улица Ленинская Слобода, дом 26, строение 11;55.708602;37.65099;Даниловский район
улица Ленинская Слобода, дом 26, строение 5;55.711316;37.652777;Даниловский район
